商品名,テイスティングノート,URL,原産国,地域,ブランド,メーカー,アルコール度数（%）,容量 (ml／g),銘柄,ビンテージ,年数,tokens,tokens_cleaned
『宇宙海賊 キャプテン ハーロック』ラベル  アラン 1996 24年 50.6% 700ml漫画ラベルシリーズ,"香り：麦汁の甘い香り。ビスケットとべっこう飴。ミントの爽やかさ。最後にシップ。
味わい：さわやかなレモンの皮と、素朴なオートケーキ。甘さとスパイシーさのバランスが良い。
フィニッシュ：穏やかだが、やや短い。加水するとオレンジ・マーマレードが出てくる。",https://www.saketry.com/112304.html,スコットランド,アイランズ,漫画ラベルシリーズ,,50.6,700.0,アイル オブ アラン蒸溜所,1996,24,香り ： 麦 汁 の 甘い 香り 。 ビスケット とべ っ こう 飴 。 ミント の 爽やか さ 。 最後 に シップ 。 味わい ： さわやか な レモン の 皮 と 、 素朴 な オート ケーキ 。 甘 さ と スパイシー さ の バランス が 良い 。 フィニッシュ ： 穏やか だ が 、 やや 短い 。 加水 する と オレンジ ・ マーマレード が 出 て くる 。,甘い ビスケット とべ こう ミント 爽やか 最後 シップ さわやか レモン 素朴 オート ケーキ スパイシー バランス 良い 穏やか 短い 加水 オレンジ マーマレード くる
ザ シングルモルツ オブ スコットランド リザーブカスク シークレット スペイサイド12年 48% 700MLザ シングルモルツ オブ スコットランド リザーブカスク,"香り：レーズン、パンケーキシロップ、バニラ、ピーカンナッツ、タバコの葉、トフィー、コーヒー豆。
味わい：トフィー、ココア、メープルシロップ、クローブやキャラウェイ、ナツメグのアクセント、わずかにオレンジのニュアンス。",https://www.saketry.com/112306.html,スコットランド,スペイサイド,ザ・シングルモルツ・オブ・スコットランド,Elixir Distillers,48,700.0,,,12,香り ： レーズン 、 パンケーキ シロップ 、 バニラ 、 ピーカンナッツ 、 タバコ の 葉 、 トフィー 、 コーヒー 豆 。 味わい ： トフィー 、 ココア 、 メープルシロップ 、 クローブ や キャラ ウェイ 、 ナツメグ の アクセント 、 わずか に オレンジ の ニュアンス 。,レーズン パンケーキ シロップ バニラ ピーカンナッツ タバコ トフィー コーヒー トフィー ココア メープルシロップ クローブ キャラ ウェイ ナツメグ アクセント オレンジ ニュアンス
ザ シングルモルツ オブ スコットランド リザーブカスク ブレアソール 10年 48% 700MLザ シングルモルツ オブ スコットランド リザーブカスク,"香り：バニラ、アイシングクッキー、パイナップルジャム、ストロベリー、アップル。
味わい：パッションフルーツ、パイナップルのゼリー、デニッシュペストリー、ドライマンゴー、スパイシーなハチミツ。
フィニッシュ：ガラムマサラのアクセント。",https://www.saketry.com/112307.html,スコットランド,ハイランド,ザ・シングルモルツ・オブ・スコットランド,Elixir Distillers,48,700.0,ブレアソール蒸留所,,10,香り ： バニラ 、 アイシング クッキー 、 パイナップル ジャム 、 ストロベリー 、 アップル 。 味わい ： パッション フルーツ 、 パイナップル の ゼリー 、 デニッシュペストリー 、 ドライ マンゴー 、 スパイシー な ハチミツ 。 フィニッシュ ： ガラムマサラ の アクセント 。,バニラ アイシング クッキー パイナップル ジャム ストロベリー アップル パッション フルーツ パイナップル ゼリー デニッシュペストリー ドライ マンゴー スパイシー ハチミツ ガラムマサラ アクセント
ザ シングルモルツ オブ スコットランド リザーブカスク グレンカダム10年 48% 700MLザ シングルモルツ オブ スコットランド リザーブカスク,"香り：フローラルで、白い花、レモン、洋ナシ、ココナッツ、マシュマロのアロマ。
味わい：レモンクリーム、洋ナシ、キーライムパイ、ミントのアクセント。",https://www.saketry.com/112308.html,スコットランド,ハイランド,ザ・シングルモルツ・オブ・スコットランド,Elixir Distillers,48,700.0,グレンカダム蒸留所,,10,香り ： フローラル で 、 白い 花 、 レモン 、 洋 ナシ 、 ココナッツ 、 マシュマロ の アロマ 。 味わい ： レモン クリーム 、 洋 ナシ 、 キーライムパイ 、 ミント の アクセント 。,フローラル 白い レモン ナシ ココナッツ マシュマロ レモン クリーム ナシ キーライムパイ ミント アクセント
ウイスキーギャラリー ロングモーン 2008 12年 バーボンバレル 56.4% 700mlウイスキーギャラリー,"香り：リンゴのコンフィチュール、ケーキシロップ、ハチミツグラノーラ、アプリコット、ハーブの爽やかさ。
味わい：トフィー、バニラアイス、リンゴと洋梨のコンポート。
フィニッシュ：ジンジャー、オーク。",https://www.saketry.com/112309.html,スコットランド,スペイサイド,Whisky Gallery,,56.4,700.0,ロングモーン蒸留所,2008,12年,香り ： リンゴ の コンフィチュール 、 ケーキ シロップ 、 ハチミツグラノーラ 、 アプリコット 、 ハーブ の 爽やか さ 。 味わい ： トフィー 、 バニラ アイス 、 リンゴ と 洋梨 の コンポート 。 フィニッシュ ： ジンジャー 、 オーク 。,リンゴ コンフィチュール ケーキ シロップ ハチミツグラノーラ アプリコット ハーブ 爽やか トフィー バニラ アイス リンゴ 洋梨 コンポート ジンジャー オーク
『宇宙海賊 キャプテン ハーロック』ラベル  グレントファース1989 31年 44.3%漫画ラベルシリーズ,"香り：アップルパイ。バナナ・チップとリンゴの皮。徐々に柑橘類系のキャンディ。最後にメロンと柿。
味わい：最初はドライだが、徐々に甘さが強くなっていく。ドライ・フルーツ入りのケーキ。フェンネルなどのスパイス。
フィニッシュ：優しく、ビターだが心地よい。加水すると爽やかさが増し、飲みやすくなる。",https://www.saketry.com/112310.html,スコットランド,スペイサイド,漫画ラベルシリーズ,,44.3,700.0,グレントファース蒸留所,1989,31,香り ： アップルパイ 。 バナナ ・ チップ と リンゴ の 皮 。 徐々に 柑橘類 系 の キャンディ 。 最後 に メロン と 柿 。 味わい ： 最初 は ドライ だ が 、 徐々に 甘 さ が 強く なっ て いく 。 ドライ ・ フルーツ 入り の ケーキ 。 フェンネル など の スパイス 。 フィニッシュ ： 優しく 、 ビター だ が 心地よい 。 加水 する と 爽やか さ が 増し 、 飲み やすく なる 。,アップルパイ バナナ チップ リンゴ 徐々に 柑橘類 キャンディ 最後 メロン 最初 ドライ 徐々に 強く なっ いく ドライ フルーツ 入り ケーキ フェンネル など スパイス 優しく ビター 心地よい 加水 爽やか 増し 飲み やすく なる
レディ オブ ザ グレン マノックモア 2008 12年 54.6% 700MLレディ オブ ザ グレン,"香り：蜜の入ったジューシーなリンゴのアロマにべっこう飴、リコリス、ほんの藁(わら)
味わい：ハチミツをかけたリンゴの甘味、ナツメグ、ホワイトペッパー。
フィニッシュ：コーヒー豆のほろ若さと香ばしいアロマ。",https://www.saketry.com/112311.html,スコットランド,スペイサイド,レディ オブ ザ グレン,,54.6,700.0,マノックモア蒸留所,2008,12,香り ： 蜜 の 入っ た ジューシー な リンゴ の アロマ に べ っ こう 飴 、 リコリス 、 ほんの 藁 ( わら ) 味わい ： ハチミツ を かけ た リンゴ の 甘味 、 ナツメグ 、 ホワイトペッパー 。 フィニッシュ ： コーヒー 豆 の ほろ 若 さ と 香ばしい アロマ 。,入っ ジューシー リンゴ こう リコリス ほんの わら ハチミツ かけ リンゴ 甘味 ナツメグ ホワイトペッパー コーヒー ほろ 香ばしい
レディ オブ ザ グレン ダフタウン 2008 13年 55.8% 700MLレディ オブ ザ グレン,"香り：ルトの甘く優しいアロマ、グレープフルーツ、バニラ、オーク。
味わい：>ハチミツ、バニラ、ビスケット、砂糖漬けしたレモンピール。
フィニッシュ：やわらかな甘み。",https://www.saketry.com/112312.html,スコットランド,スペイサイド,レディ オブ ザ グレン,,55.8,700.0,ダフタウン蒸留所,2008,13,香り ： ルト の 甘く 優しい アロマ 、 グレープフルーツ 、 バニラ 、 オーク 。 味わい ：> ハチミツ 、 バニラ 、 ビスケット 、 砂糖 漬け し た レモンピール 。 フィニッシュ ： やわらか な 甘み 。,ルト 甘く 優しい グレープフルーツ バニラ オーク ：> ハチミツ バニラ ビスケット 砂糖 漬け レモンピール やわらか 甘み
ティーリング ”ルネサンス 第4弾” ピノデシャラント樽フィニッシュ” 46% 700MLルネサンス,"香り：ドライフルーツのキャンディ、搾ったブドウとフローラル。
味わい：アプリコット、パイナップルに焼いたアーモンド、クローヴのスパイス。
フィニッシュ：ドライでソフトなスパイス、かすかにチェリー。",https://www.saketry.com/112313.html,アイルランド,ダブリン,ルネサンス,ティーリング,46,700.0,,,18,香り ： ドライ フルーツ の キャンディ 、 搾っ た ブドウ と フローラル 。 味わい ： アプリコット 、 パイナップル に 焼い た アーモンド 、 クローヴ の スパイス 。 フィニッシュ ： ドライ で ソフト な スパイス 、 かすか に チェリー 。,ドライ フルーツ キャンディ 搾っ ブドウ フローラル アプリコット パイナップル 焼い アーモンド クローヴ スパイス ドライ ソフト スパイス チェリー
GM コニサーズチョイス カスクストレングス リンクウッド1994 26年 52.5% 700MLコニサーズチョイス カスクストレングス,"香り：こくのあるシェリーのアマロが秋のスパイスや焦がしたオークを引き立てる。
味わい：煮込んだ赤いベリー類がシナモンや軽いココアパウダーと混じり合う。
フィニッシュ：スパイスやフルーツをいつまでも感じるミディアムボディのフィニッシュ。",https://www.saketry.com/112315.html,スコットランド,スペイサイド,コニサーズチョイス・カスクストレングスシリーズ,ゴードン＆マクファイル,52.5,700.0,リンクウッド蒸留所,1994,26,香り ： こく の ある シェリー の アマ ロ が 秋 の スパイス や 焦がし た オーク を 引き立てる 。 味わい ： 煮込ん だ 赤い ベリー 類 が シナモン や 軽い ココア パウダー と 混じり 合う 。 フィニッシュ ： スパイス や フルーツ を いつ まで も 感じる ミディアムボディ の フィニッシュ 。,こく シェリー アマ スパイス 焦がし オーク 引き立てる 煮込ん 赤い ベリー シナモン 軽い ココア パウダー 混じり 合う スパイス フルーツ いつ まで 感じる ミディアムボディ
『サーキットの狼』ラベル クレイゲラキ 2009 12年 52.9% 700ML漫画ラベルシリーズ,"香り：柑橘系のキャンディ。麦芽の殻。麦汁。白い花のハチミツ。徐々に重い干しシイタケのニュアンスがかすかに出るが、加水するとすっきりとする。
味わい：ドライなビスケット。レモンの皮。最初ドライだが、徐々に重厚感が出てくる。
フィニッシュ：爽やかだが、ややスパイシー。加水すると柑橘類のフレーバーが強くなるが、かすかにエンジン・オイル。",https://www.saketry.com/112316.html,スコットランド,スペイサイド,漫画ラベルシリーズ,,52.9,700.0,クライゲラキ蒸溜所,2009,12,香り ： 柑橘 系 の キャンディ 。 麦芽 の 殻 。 麦 汁 。 白い 花 の ハチミツ 。 徐々に 重い 干し シイタケ の ニュアンス が かすか に 出る が 、 加水 する と すっきり と する 。 味わい ： ドライ な ビスケット 。 レモン の 皮 。 最初 ドライ だ が 、 徐々に 重厚 感 が 出 て くる 。 フィニッシュ ： 爽やか だ が 、 やや スパイシー 。 加水 する と 柑橘類 の フレーバー が 強く なる が 、 かすか に エンジン ・ オイル 。,柑橘 キャンディ 麦芽 白い ハチミツ 徐々に 重い 干し シイタケ ニュアンス 出る 加水 すっきり ドライ ビスケット レモン 最初 ドライ 徐々に 重厚 くる 爽やか スパイシー 加水 柑橘類 強く なる エンジン オイル
GM コニサーズチョイス カスクストレングス トーモア 1994 26年 58.0% 700MLコニサーズチョイス カスクストレングス,"香り：ダークトフィーとブラウンシュガーのアロマが奥で感じるバニラと混じり合う。
味わい：スパイスの効いたプラムのほのらかな風味。甘い赤リンゴにわずかなココア。チャーしたオークと奥からコーヒー豆の風味が広がる。
フィニッシュ：ヘーゼルナッツとアニスを伴ったディアムタイプのフィニッシュ。",https://www.saketry.com/112317.html,スコットランド,スペイサイド,コニサーズチョイス・カスクストレングスシリーズ,ゴードン＆マクファイル,58,700.0,トーモア蒸留所,1994,26,香り ： ダークトフィー と ブラウン シュガー の アロマ が 奥 で 感じる バニラ と 混じり 合う 。 味わい ： スパイス の 効い た プラム の ほ のら か な 風味 。 甘い 赤 リンゴ に わずか な ココア 。 チャー し た オーク と 奥 から コーヒー 豆 の 風味 が 広がる 。 フィニッシュ ： ヘーゼルナッツ と アニス を 伴っ た ディアムタイプ の フィニッシュ 。,ダークトフィー ブラウン シュガー 感じる バニラ 混じり 合う スパイス 効い プラム のら 風味 甘い リンゴ ココア チャー オーク から コーヒー 風味 広がる ヘーゼルナッツ アニス 伴っ ディアムタイプ
GM コニサーズチョイス カスクストレングス グレントファース 1995 25年 57.0% 700MLコニサーズチョイス カスクストレングス,"香り： こくのあるバニラのアロマがダークトフィーやチョコレートと混じり合う。
味わい： 芳醇なオレンジママレードを伴った甘くスパイシーな風味がチョコレートや煮込んだサマーフルーツに変化する。
フィニッシュ： シトラスオイルとペッパーをいつまでも感じるミディアムボディのフィニッシュ。",https://www.saketry.com/112318.html,スコットランド,スペイサイド,コニサーズチョイス・カスクストレングスシリーズ,ゴードン＆マクファイル,57,700.0,グレントファース蒸留所,1995,25,香り ： こく の ある バニラ の アロマ が ダークトフィー や チョコレート と 混じり 合う 。 味わい ： 芳醇 な オレンジ ママレード を 伴っ た 甘く スパイシー な 風味 が チョコレート や 煮込ん だ サマー フルーツ に 変化 する 。 フィニッシュ ： シトラスオイル と ペッパー を いつ まで も 感じる ミディアムボディ の フィニッシュ 。,こく バニラ ダークトフィー チョコレート 混じり 合う 芳醇 オレンジ ママレード 伴っ 甘く スパイシー 風味 チョコレート 煮込ん サマー フルーツ 変化 シトラスオイル ペッパー いつ まで 感じる ミディアムボディ
クラクストンズ エクスクルーシブズ ベンリネス 2012 9年 バーボンバレル 53.0%エクスクルーシブズ,"香り：パフューミーさを感じますが次第に穀物や蒸しパン、紅茶のリーフやゼラニウム、ナツメグ、オーク。
味わい：ジューシーなリンゴとべっこう飴混ざったような甘味、小気味の良いペッパーのアクセント、しっとりした焼き菓子。
フィニッシュ：フルーツシロップの甘味。",https://www.saketry.com/112319.html,スコットランド,スペイサイド,エクスクルーシブズ,クラクストンズ,53,700.0,ベンリネス蒸留所,2012,9,香り ： パフューミー さ を 感じ ます が 次第に 穀物 や 蒸し パン 、 紅茶 の リーフ や ゼラニウム 、 ナツメグ 、 オーク 。 味わい ： ジューシー な リンゴ とべ っ こう 飴 混ざっ た よう な 甘味 、 小気味 の 良い ペッパー の アクセント 、 しっとり し た 焼き 菓子 。 フィニッシュ ： フルーツ シロップ の 甘味 。,パフューミー ます 次第に 穀物 蒸し パン 紅茶 リーフ ゼラニウム ナツメグ オーク ジューシー リンゴ とべ こう 混ざっ よう 甘味 小気味 良い ペッパー アクセント しっとり 焼き 菓子 フルーツ シロップ 甘味
